"1",925000,"97-01-30","Sainte-Marie","QC","Canada","Canada",74,190,2015,1,18,"L","Chabot","Thomas","D","OTT",1,0,0,0,0,0,-2,0,0,13,429,7.2,7.15,7.16,"15.20%","0.00%","0.00%","0.75","750","0","16.74","0.00%",-2,"-16.74",2,2,2,1,1,1,0,0,0,0,"0",43,49.3,"0",1,1,0,"1",1,1,0,0,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,8,10,5,8,0.5,0.9,2,3,0,2,1,1,0,1,1,2,4,5,1,2,1,1,1,1,0,-0.2,-0.2,40.03,1,0,"175.7",-0.4,-0.38
"2",2250000,"93-12-21","Ottawa","ON","Canada","Canada",74,207,2012,1,15,"R","Ceci","Cody","D","OTT",79,2,15,6,9,17,-11,-10.4,20,2418,109992,1826.2,23.2,23.17,"39.00%","30.40%","7.40%","0.915","989","1.84","2.79","39.70%",-29,"-0.95",287,287,197,143,143,143,6.1,7,7,9,"16",52.4,46.3,"138.1",111,111,154,"-43",54,74,22,159,74,22,159,"8.00%",1,0,1,0,"100.00%","0.10%",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,51,2,0,49,12,0,1,79,10,6,10,5,-4,2.2,10,0,0,0,0,1433,1992,1038,1423,757,997,62,88.8,197,280,56,85,68,82,79,94,147,176,949,939,749,671,284,197,104,98,-0.2,3.4,3.2,2850.59,290,13.3,"112.5",14.1,0.18
"4",3500000,"92-01-07","Ottawa","ON","Canada","Canada",77,220,2010,1,3,"R","Gudbranson","Erik","D","VAN",30,1,5,5,0,6,-14,-5.3,18,765,36603,607.9,20.33,20.31,"36.10%","37.50%","6.20%","0.897","959","1.58","3.45","31.40%",-19,"-1.88",88,88,55,40,40,40,1.4,2,1,4,"5",55.1,51,"153",66,66,66,"0",15,23,4,44,23,4,44,"7.30%",0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,18,3,0,0,19,6,7,6,6,1,2.7,4,2,0,0,0,460,605,339,467,259,340,22,33.6,80,130,16,35,27,20,29,32,56,52,324,328,198,197,86,59,26,22,0,0.4,0.5,1074.41,130,17.5,"105.1",5.9,0.2
"5",1750000,"94-03-29","Toronto","ON","Canada","Canada",76,217,2012,1,16,"R","Wilson","Tom","RW","WSH",82,7,12,4,8,19,9,4.1,133,1453,63592,1059.7,12.93,12.93,"23.50%","61.30%","7.80%","0.917","995","1.76","2.32","43.10%",-10,"-0.57",166,166,118,95,95,95,9.3,35,8,10,"18",30.9,26.4,"96.3",239,239,134,"105",23,21,36,44,21,36,44,"4.40%",3,7,3,7,"30.00%","1.00%",1,1,0,2,2,4,3,1,0,3,2,6,0,2,0,1,0,0,0,0,0,0,1,0,6,0,2,1,20,7,2,3,10,11,1,61,44,33,40,29,-11,-14.3,33,9,0,1,1,766,992,546,720,398,495,33.5,47.5,124,159,31,41,30,37,43,53,73,90,528,490,512,422,157,126,88,68,-0.1,1.4,1.3,3459.09,425,8.3,"99.5",21.8,0.27
"6",1500000,"79-05-23","Strathroy","ON","Canada","Canada",70,192,1997,6,156,"L","Campbell","Brian","D","CHI",80,5,12,6,6,17,12,0.7,24,1896,88462,1473.7,18.43,18.43,"32.40%","23.90%","9.80%","0.936","1033","2.89","1.91","60.20%",24,"0.98",171,171,110,75,74,75,4.5,7,2,3,"5",46.1,41.9,"95.7",43,43,157,"-114",35,59,11,83,59,11,83,"6.50%",0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0,1,6,28,2,0,32,9,1,0,30,12,11,12,8,-1,5.4,12,0,0,0,0,1356,1281,971,972,728,730,62.9,59.9,210,197,71,47,30,56,58,85,88,141,570,667,348,707,223,168,76,60,0.6,3.7,4.3,3069.81,150,4.5,"107.4",20.8,0.26
"8",842500,"93-07-28","Toronto","ON","Canada","Canada",70,183,NA,NA,NA,"R","Rodrigues","Evan","LW/C","BUF",30,4,2,2,0,6,-7,-4.1,4,506,23265,388.2,12.93,12.93,"23.50%","75.00%","4.70%","0.925","972","1.24","2.63","32.00%",-9,"-1.39",94,94,74,51,51,51,2.8,9,1,6,"7",37.7,37.6,"96.3",12,12,20,"-8",23,9,12,12,9,12,12,"3.20%",104,146,104,146,"41.60%","79.40%",27,37,37,53,40,56,36,46,39,56,59,90,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,2,21,3,0,7,9,0,1,31,2,8,2,6,6,3,2,0,0,0,0,309,379,246,291,170,226,10.5,17.2,36,54,8,17,3,13,12,14,15,27,141,174,192,136,50,30,22,15,0,0.2,0.2,1261.25,28,12,"106.3",6.2,0.21
"9",1250000,"92-06-14","Scarborough","ON","Canada","Canada",72,214,2010,2,42,"R","Smith-Pelly","Devante","RW/C/LW","N.J",53,4,5,2,3,9,-19,-7.9,12,975,42950,717.7,13.57,13.54,"24.20%","81.80%","4.00%","0.924","964","0.92","2.42","27.50%",-18,"-1.5",108,109,97,74,76,76,7.8,31,4,1,"5",26.6,25.4,"84",94,94,53,"41",24,14,17,32,14,17,32,"4.40%",29,42,29,42,"40.80%","11.50%",7,9,9,12,13,21,10,18,10,11,17,26,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,3,21,8,0,4,19,8,0,37,6,9,6,6,3,1.8,6,0,0,0,0,484,724,380,548,277,384,23.8,33.7,74,105,11,29,11,17,13,36,24,53,286,330,292,240,85,69,47,40,-0.6,0.3,-0.3,2250.18,138,18.5,"101",2,0.04
"10",925000,"93-04-27","Petawawa","ON","Canada","Canada",68,178,2011,7,201,"L","Peca","Matthew","C","T.B",10,1,1,1,0,2,-3,-2.6,2,159,6867,114.3,11.45,11.44,"23.40%","100.00%","4.40%","0.907","952","1.05","2.63","28.60%",-3,"-1.58",24,24,17,9,9,9,0.9,3,0,1,"1",24.9,28.4,"45.8",9,9,16,"-7",8,2,0,2,2,0,2,"2.20%",32,40,32,40,"44.40%","74.20%",8,10,13,17,11,13,16,14,7,10,18,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,1,1,0,6,1,0,1,0,-1,-0.9,1,0,0,0,0,103,91,66,73,45,54,2.6,3.7,5,11,2,5,3,1,2,4,5,5,45,52,52,47,15,6,8,7,0,0,0,373.48,13,9,"101.9",2.1,0.21
"11",8e+05,"86-07-27","Lively","ON","Canada","Canada",73,195,NA,NA,NA,"L","Desjardins","Andrew","LW/C","CHI",46,0,1,0,1,1,-6,0.8,22,607,25948,432.3,9.4,9.4,"18.20%","10.00%","4.80%","0.912","959","1.39","2.64","34.50%",-9,"-1.25",84,84,59,46,46,46,4.5,19,2,4,"6",27,26.1,"0",73,73,57,"16",13,10,9,17,10,9,17,"3.90%",39,30,39,30,"56.50%","19.20%",19,9,9,12,11,9,12,5,4,10,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,2,3,5,1,34,8,9,8,7,1,-1.1,6,2,0,0,0,386,439,272,307,209,215,17.4,21.2,51,71,10,19,11,14,19,22,30,36,164,196,183,229,65,55,19,20,-1.1,0.1,-1,1937.88,114,13.7,"114.5",3.7,0.08
"12",6e+05,"92-04-09","Ile Bizard","QC","Canada","Canada",74,204,2010,3,89,"L","Chaput","Michael","C","VAN",68,4,5,2,3,9,-12,-5.7,29,1115,44970,749.1,11.02,11.02,"20.50%","56.30%","4.70%","0.924","971","1.28","2.48","34.00%",-15,"-1.2",113,113,80,64,64,64,6.6,29,9,5,"14",28.4,24.5,"79",68,68,52,"16",16,14,13,29,14,13,29,"4.00%",203,182,203,182,"52.70%","59.50%",61,60,86,70,56,52,74,59,65,68,143,116,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,15,5,5,5,5,4,0,40,13,8,13,7,-5,-5.9,12,1,0,0,0,611,733,450,555,339,409,22.9,32.5,81,102,16,31,18,26,25,23,43,49,330,317,327,307,71,77,45,38,-0.8,0.5,-0.3,2903.93,127,6.8,"107.6",5.7,0.08
