"3",8e+06,"88-04-16","St. Paul","MN","United States","United States",72,218,2006,1,7,"R","Okposo","Kyle","RW","BUF",65,19,26,13,13,45,-7,-1.4,24,1443,73983,1229.2,18.97,18.95,"33.10%","63.40%","9.70%","0.934","1031","3.47","1.95","64.00%",31,"1.51",283,283,212,155,156,156,17.4,64,16,20,"36",28.4,26.3,"196.8",53,53,68,"-15",57,36,26,25,36,26,25,"2.40%",54,45,54,45,"54.50%","7.40%",9,6,10,11,35,28,13,10,21,16,37,33,1,5,2,0,0,0,5,2,0,3,0,0,9,0,2,4,51,19,3,3,20,8,2,101,12,10,11,8,-2,-0.5,12,0,0,0,0,1301,1051,986,826,734,606,70.8,46.4,235,133,71,40,60,34,76,52,136,86,739,600,340,351,168,129,56,70,3.7,1.3,5,2486.75,102,6.6,"114.8",36.8,0.57
"20",6e+05,"90-10-08","Faribault","MN","United States","United States",76,210,2009,4,114,"L","Helgeson","Seth","D","N.J",9,1,0,0,0,1,2,0.4,15,177,7273,121.2,13.47,13.47,"26.30%","25.00%","8.30%","0.934","1018","1.98","1.98","50.00%",0,"0",11,11,8,3,3,3,0.2,0,0,0,"0",53,44.3,"0",16,16,6,"10",5,0,0,11,0,0,11,"9.90%",0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,2,0,0,0,3,0,3,1,-3,-1.5,0,3,0,0,0,90,111,74,81,48,61,4.4,5.3,13,11,4,4,2,8,0,6,2,14,55,62,63,34,8,5,11,5,0.1,0.5,0.6,340.46,45,0,"99.5",1,0.11
"25",717500,"96-11-26","Colorado Springs","CO","United States","United States",77,203,2015,2,37,"R","Carlo","Brandon","D","BOS",82,6,10,3,7,16,9,5.3,59,2080,102414,1699.7,20.72,20.75,"36.60%","22.20%","8.50%","0.908","993","2.54","2.89","46.80%",-10,"-0.35",179,179,130,88,88,88,3.8,5,3,4,"7",54.5,45.3,"68.6",87,87,145,"-58",42,42,21,115,42,21,115,"7.00%",0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,1,0,0,1,0,1,4,37,2,0,30,17,0,0,39,28,5,28,7,-23,-12.9,27,1,0,0,0,1485,1643,1138,1237,845,891,67.1,74,202,240,72,82,43,48,73,65,116,113,867,780,611,655,268,226,117,89,0.4,4.8,5.2,2942.85,262,4,"110.4",24.7,0.3
"30",6e+05,"90-11-16","Merrimack","NH","United States","United States",74,219,NA,NA,NA,"L","Schaller","Tim","C","BOS",59,7,7,6,1,14,-6,0.7,23,1035,43436,723.6,12.27,12.27,"22.40%","66.70%","6.30%","0.923","986","1.74","2.24","43.80%",-6,"-0.5",157,157,130,89,89,89,9.2,30,7,8,"15",27,24.2,"193.5",73,73,78,"-5",41,18,19,38,18,19,38,"5.60%",28,29,28,29,"49.10%","8.90%",7,10,8,6,13,13,6,8,9,9,19,16,0,3,2,0,0,0,2,0,0,3,0,0,2,0,2,5,34,10,2,4,12,7,8,46,10,8,10,6,-2,-5.8,9,1,0,0,0,643,682,480,491,333,351,28.9,27.3,88,86,21,27,21,13,31,28,52,41,342,298,294,325,80,86,42,49,0.4,0.7,1.1,2507.79,135,10.2,"109.9",16.4,0.28
"32",5500000,"92-03-20","South St.Paul","MN","United States","United States",72,215,2010,2,37,"R","Faulk","Justin","D","CAR",75,17,20,11,9,37,-18,2.4,32,1987,104133,1704.1,23.13,23,"38.90%","52.90%","7.40%","0.91","984","2.46","2.39","50.70%",2,"0.07",442,445,306,216,225,225,12.1,19,6,11,"17",48.9,45,"192",117,117,67,"50",93,45,53,84,45,52,84,"6.10%",0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,7,0,0,8,1,5,7,80,1,1,80,73,0,0,70,15,13,14,9,-2,4.5,15,0,0,0,0,1802,1381,1340,1067,940,753,96.7,69.3,331,238,70,68,89,61,87,81,176,142,865,747,569,530,290,285,72,89,3.8,2.8,6.6,2672.51,233,11.3,"112.1",46.5,0.63
"38",742500,"94-05-01","Denver","CO","United States","United States",74,205,2012,4,120,"L","Slavin","Jaccob","D","CAR",82,5,29,14,15,34,23,10.7,12,2135,115316,1878.2,23.43,23.26,"39.40%","40.50%","9.50%","0.912","1007","2.68","2.36","53.20%",10,"0.32",230,232,156,99,99,99,4.9,5,5,8,"13",51.5,44.9,"269.8",35,35,125,"-90",57,54,83,161,53,80,159,"9.60%",0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,2,0,2,4,51,9,0,42,18,0,0,30,6,4,6,4,-2,5.5,6,0,0,0,0,1665,1649,1224,1212,883,843,83.8,82.5,283,295,84,74,82,70,94,80,176,150,914,823,512,664,292,347,73,86,1.9,6.7,8.6,2885.99,208,19.7,"105.9",46.5,0.57
"39",750000,"90-06-20","Sterling Heights","MI","United States","United States",75,221,2008,5,128,"R","Pateryn","Greg","D","DAL/MTL",36,1,8,1,7,9,-1,0.1,10,720,33312,554.6,15.42,15.41,"28.50%","42.90%","7.60%","0.9","976","2.27","2.92","43.80%",-6,"-0.65",90,90,65,42,42,42,1.6,3,1,5,"6",54.5,53.3,"24.8",69,69,60,"9",23,22,4,66,22,4,66,"12.50%",0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,20,0,0,25,2,0,0,15,5,0,4,0,-5,-1.4,5,0,0,0,0,512,530,369,378,276,270,23.8,25.4,83,86,21,27,22,34,38,43,60,77,250,245,230,302,99,69,21,25,0.4,1.1,1.5,1389.74,145,14.6,"112.7",11.7,0.33
"42",630000,"90-05-27","Huntsville","AL","United States","United States",74,196,2009,7,198,"R","Dowd","Nic","C","L.A",70,6,16,10,6,22,-15,5.4,25,1230,52314,871.6,12.45,12.45,"22.60%","73.30%","6.30%","0.894","957","2.07","2.07","50.00%",0,"0",144,144,113,78,78,78,10.4,41,11,10,"21",27.1,26.2,"306.9",145,145,116,"29",35,22,19,35,22,19,35,"5.90%",338,369,338,369,"47.80%","96.60%",79,87,105,108,154,174,110,115,108,127,199,216,1,1,2,0,0,0,2,0,0,0,1,0,3,0,4,0,31,10,1,8,18,8,0,33,11,6,15,6,-5,-7.6,10,1,0,0,0,946,589,700,411,476,284,45.8,25.9,162,99,30,30,53,21,47,49,100,70,351,381,520,475,129,53,64,56,0.6,0.7,1.3,2980.16,206,16.4,"105.7",29.3,0.42
"44",650000,"90-07-16","Albany","NY","United States","United States",75,221,NA,NA,NA,"L","Lashoff","Brian","D","DET",5,0,0,0,0,0,-3,0.7,0,93,3754,62.4,12.52,12.5,"22.70%","0.00%","3.70%","0.818","855","0.96","3.85","20.00%",-3,"-2.89",5,5,2,1,1,1,0.1,0,0,0,"0",48,46.4,"0",8,8,7,"1",1,1,0,4,1,0,4,"10.00%",0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,52,40,37,30,27,22,2.5,1.9,9,8,1,4,0,1,1,2,1,3,30,27,20,28,4,2,1,6,-0.1,-0.1,-0.2,212.2,12,0,"88.5",0.5,0.1
"56",6e+05,"86-08-09","Bayport","NY","United States","United States",71,197,NA,NA,NA,"R","Cannone","Patrick","C","MIN",3,0,0,0,0,0,0,0.1,0,35,1419,23.7,7.88,7.88,"16.10%","0.00%","10.00%","0.917","1017","2.54","2.54","50.00%",0,"0",3,3,2,2,2,2,0.2,1,0,0,"0",19,18.4,"0",2,2,4,"-2",0,2,1,1,2,1,1,"3.70%",11,10,11,10,"52.40%","100.00%",2,1,4,5,5,4,1,2,5,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,12,17,10,12,0.9,1.6,2,4,1,1,1,1,1,6,2,7,11,10,17,10,5,2,1,0,-0.1,0,0,123.46,3,0,"104",-0.4,-0.15
"62",3500000,"89-06-05","Riverside","CT","United States","United States",68,182,2008,6,157,"R","Atkinson","Cam","RW","CBJ",82,35,27,18,9,62,13,-2.3,22,1966,88972,1474.3,18.08,18.05,"30.10%","69.70%","11.00%","0.937","1047","3.62","1.99","64.50%",40,"1.63",400,399,303,240,240,240,25.3,96,19,15,"34",29.2,27,"286.6",33,33,41,"-8",63,21,36,34,21,36,34,"2.30%",2,1,2,1,"66.70%","0.20%",2,1,0,0,0,0,0,0,1,0,1,1,3,8,9,2,0,1,1,0,3,13,2,0,16,0,2,4,57,25,3,21,68,6,3,114,11,9,11,7,-2,0.3,11,0,0,0,0,1509,1453,1097,1097,808,778,83.4,75.5,306,255,89,49,79,68,49,47,128,115,856,856,542,348,138,147,71,71,6.8,2,8.9,3424.44,89,6.3,"120.5",61.7,0.75
"63",4500000,"91-03-20","Eden Prairie","MN","United States","United States",72,199,2009,1,16,"L","Leddy","Nick","D","NYI",81,11,35,17,18,46,-3,-13.7,12,1912,110410,1835.7,22.72,22.7,"38.50%","49.50%","9.30%","0.92","1013","3.04","2.52","54.70%",16,"0.52",288,288,207,137,137,137,8.3,14,5,13,"18",45.4,42.5,"320.4",77,77,68,"9",70,48,26,109,48,26,109,"6.40%",0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0,0,0,5,1,2,8,59,9,0,56,17,1,0,54,6,7,6,6,1,10.3,6,0,0,0,0,1828,1707,1370,1295,999,967,93.4,85.7,319,305,93,77,68,55,86,80,154,135,928,983,671,506,317,221,76,91,4.1,2.9,7,2931.93,198,17.2,"115.5",39.7,0.49
"67",750000,"91-09-30","Bellmawr","NJ","United States","United States",78,232,NA,NA,NA,"R","Robinson","Buddy","RW","OTT",4,0,0,0,0,0,0,0.1,2,49,1667,27.8,6.95,6.95,"15.70%","0.00%","0.00%","1","1000","0","0","0.00%",0,"0",5,5,5,4,4,4,0.6,3,1,0,"1",12,13.8,"0",9,9,4,"5",1,1,1,0,1,1,0,"0.00%",0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,1,0,-1,-1,1,0,0,0,0,15,24,12,17,9,10,0.9,1,4,4,0,0,1,1,0,2,1,3,12,15,30,22,2,3,6,4,-0.1,0,0,149.3,11,10,"84.2",-0.3,-0.08
"68",7e+05,"87-05-19","Madison","WI","United States","United States",73,216,2005,1,7,"R","Skille","Jack","RW","VAN",55,5,4,4,0,9,0,-2.1,12,733,29037,483.6,8.8,8.8,"17.30%","69.20%","5.90%","0.946","1006","1.61","1.61","50.00%",0,"0",121,121,101,73,73,73,6.7,26,1,10,"11",29.3,24.9,"126.5",74,74,54,"20",28,9,14,24,9,14,24,"5.50%",2,0,2,0,"100.00%","0.50%",0,0,1,0,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,3,4,21,8,2,6,4,0,0,53,6,6,6,5,0,0.1,6,0,0,0,0,413,434,310,324,219,242,16.6,18.9,53,54,13,13,12,13,16,11,28,24,199,203,261,228,54,53,30,28,0.2,0.6,0.9,2319,110,14.7,"105.1",12.1,0.22
"70",6e+05,"91-01-18","Oviedo","FL","United States","United States",72,195,NA,NA,NA,"R","Carpenter","Ryan","C","S.J",11,2,2,2,0,4,5,0.4,4,179,6853,114.1,10.38,10.38,"19.20%","66.70%","9.70%","0.962","1059","3.15","1.05","75.00%",4,"2.1",23,23,22,20,20,20,1.3,3,1,2,"3",28.4,16.7,"35.3",15,15,17,"-2",2,3,1,2,3,1,2,"2.00%",34,41,34,41,"45.30%","90.40%",13,12,8,18,13,11,12,20,10,10,25,25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,2,1,1,1,13,2,2,2,2,0,0,2,0,0,0,0,109,101,85,74,62,53,4.8,5.1,10,11,6,2,4,5,9,1,13,6,38,45,54,65,18,14,8,4,0.3,0.4,0.7,480.08,21,8,"110.4",6.1,0.56
